kmeans_cluster,kwh_mean,kwh_std,kwh_cv,kwh_p95,kwh_max,v_mean,v_std,v_cv,v_min,v_max,v_pct_outside_band,f_mean,f_std,f_min,f_max,f_pct_outside_band,i_mean,i_p95,i_max,v_i_corr,kwh_v_corr,kwh_ramp_mean,kwh_ramp_p95,v_ramp_mean,v_ramp_p95
0,-0.5454685243334123,-0.6181205304980241,-0.3539318497515232,-0.5794050640850045,-0.5877621715719742,0.9060508741275699,-0.7784402929313159,-0.794954275859955,,0.06669121519337552,-0.6619301106584417,0.7956323542165357,-0.7914448855188303,,-0.8875063286705784,-0.7647132673242497,-0.5333189402095506,-0.5941802139265043,-0.5589530702032174,-0.7090675921619116,-0.6629170608396203,-0.6462177049276686,-0.639887130270331,-0.7810817114875935,-0.7645041005755823
1,-1.0770592646804185,-1.0070529954567713,1.4912107869985398,-1.0374983172970822,-1.0801190177967697,-0.796457689508748,0.7162571924906309,0.710677628558127,,-0.45051921125894706,0.9814231886623066,-0.6678649300213949,0.729865427963181,,0.6463019254017948,0.6563602767354133,-1.0955001590054207,-1.0457962487770847,-1.1140439482031266,0.43224208402402453,0.4637923812423025,-1.011079670028971,-1.0109172178515187,0.742515269552237,0.781342336440009
2,0.4750279533386993,0.4363044358703352,-0.6151203459700565,0.43381937697801015,0.6137535081673721,-0.9319287457668026,1.000388454052248,1.006356590154602,,1.3578734220310613,0.719917925414309,-1.0418313934253225,0.9896993792282159,,-0.8189552888134995,1.048795673828924,0.507062448881674,0.4971115673521018,0.6831720030404609,1.2042630600609192,1.1778972317818928,0.5230318651557919,0.5044556510413237,0.9778860451966712,0.9415534791452167
3,1.147499835675131,1.1888690900844607,-0.5221585912769592,1.183084004404077,1.0541276812013725,0.8223355611479827,-0.9382053536115638,-0.9220799428527731,,-0.9740454259654946,-1.039411003418172,0.9140639692301743,-0.9281199216725674,,1.0601596920822831,-0.9404426832400876,1.1217566503332974,1.1428648953514882,0.9898250153658836,-0.9274375519230328,-0.9787725521845753,1.1342655098008478,1.1463486970805261,-0.9393196032613153,-0.9583917150096435
